MSG_ID,SOURCE,TEXT,PRE_LABEL,A1_SATTER,A2_MARWAN,AGREE,GOLD_LABEL,ADJUDICATOR_NOTE
MSG0234,mendeley_financial,Update your mobile number in banking records <DATE_TIME> for uninterrupted service.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0235,banglabarta,আপনার সঞ্চয় দ্বিগুণ করার সুযোগ! কল করুন: <NRP>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0236,app_review_,Bad apps. Worst app I've ever seen. Updating your profile will make your whole head spin. Their type of work is street tapping.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0237,mendeley_financial,Claim your cashback by entering OTP received in <DATE_TIME>.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0238,banglabarta,আপনার পাসওয়ার্ডটি রিসেট করতে হবে। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0239,mendeley_financial,Your bank loan has been approved. Send documents to finalize.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0240,banglabarta,শুভ পোহেলা ফাল্গুন!,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0241,banglabarta,দৈনিক <DATE_TIME> টাকা আয় করতে চাইলে অনুগ্রহ করে এই লিঙ্কে ক্লিক করুন এবং কাজ নিবন্ধন করুন: [<URL>(<URL>)। <PERSON> প্রশ্ন থাকে তাহলে ইনবক্স করুন।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0242,mendeley_financial,"Your <PERSON> is <DATE_TIME>, keep it confidential to secure your account.",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0243,banglabarta,"নভেম্বর-২৩
<NRP>
খরচ:
ডেটা:38৳
ভয়েস:57৳
অন্যান্য:0৳",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0244,banglabarta,<DATE_TIME> এই নাম্বারে দ্রুত টাকা পাঠাও।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0245,mendeley_financial,Win a brand new iPhone 15 by paying just $5 registration fee!,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0246,banglabarta,সব ডিভিডিতে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0247,banglabarta,"প্রিয় গ্রাহক, আপনার সিটি ব্যাংক ক্রেডিট <DATE_TIME> আপডেট করা প্রয়োজন। দয়া করে আপনার তথ্য নিশ্চিত করতে 018XXXXXXXX নম্বরে কল করুন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0248,mendeley_financial,I paid the hotel booking charge via Visa. Check the confirmation email,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0249,banglabarta,তুমি আমাকে কি বলতে চাও?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0250,mendeley_financial,Urgent: Your bank account has been locked due to suspicious activity. Verify now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0251,banglabarta,আমি স্বাস্থ্য মনে হয় এবং আমার শরীর ভালো মনে হয়।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0252,mendeley_financial,আপনার একাউন্টের বিস্তারিত তথ্য যাচাই করতে লিঙ্কে ক্লিক করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0253,mendeley_financial,Thank you for your recent payment of BDT 3000.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0254,banglabarta,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0255,mendeley_financial,আপনি এখনই লটারি জিতেছেন। বিস্তারিত জানার জন্য কল করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0256,banglabarta,আজকে তোমার দিন কেমন কাটছে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0257,banglabarta,আপনার ব্যাংক অ্যাকাউন্টে ১ কোটি টাকা জমা হয়েছে! নিশ্চিত করতে কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0258,banglabarta,"প্রতি <DATE_TIME> টাকা সর্বনিম্ন 500 টাকা উইথড্র করতে পারবেন। 

<URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0259,banglabarta,<DATE_TIME> এই নাম্বারে রকেটে টাকা পাঠান।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0260,banglabarta,আপনার ফোন নম্বরটি যাচাই করা দরকার। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0261,mendeley_financial,"Your OTP code expires in <DATE_TIME>, do not share",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0262,banglabarta,মাশরাফির সাথে ফ্রি হোটেল বুকিং জিততে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0263,banglabarta,আপনার একাউন্ট ব্লক হয়ে যাবে। যোগাযোগ করুন <PHONE_NUMBER>।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0264,mendeley_financial,"Salary credited: 35,000 BDT has been deposited to your account",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0265,mendeley_financial,Congratulations! You’re pre-qualified for a credit card with a $5000 limit. Apply now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0266,banglabarta,সব কসমেটিক্সে ১০% ছাড়। অফারটি সীমিত সময়ের জন্য।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0267,mendeley_financial,"আপনার ট্রান্সপোর্ট ফি জমা হয়েছে, <PERSON>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0268,banglabarta,"হ্যালো, আমার নাম আলিয়ে। <PERSON> করার জন্য দুঃখিত। আমি <URL> এর মানব সম্পদ বিভাগ থেকে বলছি। আপনার কয়েক মিনিট সময় নিতে পারি কি?

২:৩০ অপরাহ্ন

আমাদের কোম্পানি <NRP> একটি পার্ট-টাইম কাজ <LOCATION> পেরে আনন্দিত, যা আপনি আপনার ফ্রি সময়ে করতে পারবেন, তাই আমাদের প্রচুর সংখ্যক সহযোগী কর্মী নিয়োগ করতে হবে (কোন ফি এবং কোন ইনভেস্টমেন্ট নেই)। এই <NRP> সহজ এবং নমনীয় এবং আপনার বর্তমান কাজের সাথে কোনভাবেই বাধা দেবে না। পরে আপনি প্রতিদিন মাত্র ৫-১০ মিনিটের মধ্যে সহজেই <DATE_TIME> উপার্জন করতে পারবেন। আপনি কি এই কাজটিতে আগ্রহী?",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0269,banglabarta,"আপনার বিদ্যুৎ বিল বাকি ৯৫০/- টাকা, জলদি পরিশোধ করুন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0270,mendeley_financial,Alert: Suspicious account activity detected. Verify your info immediately.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0271,mendeley_financial,মোবাইল ট্রেডিং প্ল্যাটফর্মে যোগ দিন। নিশ্চিত লাভের গ্যারান্টি।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0272,banglabarta,"ক্যাশব্যাকে সেঞ্চুরি <LOCATION>! ২৬জিবি+৫০০মি. @৳৩৯৯,৩০দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0273,banglabarta,"<PHONE_NUMBER> নাম্বারে বিকাশ করুন, <PERSON>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0274,app_review_,"There are many problems with the new update, the saved numbers are showing wrong, the same problem when trying to send money, even tapping on the number keeps cutting out of the apps. নতুন আপডেটে অনেক সমস্যা হইতেছে সেভ করা নাম্বার গুলো ভুল দেখাচ্ছে সেন্ড মানি করতে গেলে একই সমস্যা এমনকি নাম্বারে ট্যাপ করলে অ্যাপস থেকে কেটে বেরিয়ে যাচ্ছে/",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0275,mendeley_financial,Can you share the bank details for transferring the rent money?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0276,banglabarta,তুমি কি স্কুলে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0277,mendeley_financial,"I transferred 5,500 BDT for the office stationery. Confirm receipt",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0278,banglabarta,"প্রিয় শিক্ষার্থী, আপনার টিউশন ফি আজ পর্যন্ত ৩২,৪৫০.০০ টাকা বকেয়া আছে। (পূর্বের লেট ফাইন ও বকেয়াসহ) চলতি মাসের টিউশন ফি (জরিমানা ছাড়া) ১০ই সেপ্টেম্বর, ২০২৪ মধ্যে পরিশোধ করুন। বিস্তারিত <URL> লগইন করুন। (IUBAT)",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0279,banglabarta,আমার কাছে কোনো নতুন খবর আছে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0280,banglabarta,"আপনার একাউন্ট থেকে ১০০০/- টাকা প্রদান করা হয়েছে, অভিযোগ করতে কল করুন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0281,mendeley_financial,"Your online order payment of 2,750 BDT is successfully received. Thank you",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0282,banglabarta,ব্যালেন্স শেষ? <PERSON> পর্যন্ত জিপি <LOCATION> ব্যালেন্স নিতে *৯#,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0283,banglabarta,তুমি কি শপিং মলে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0284,banglabarta,Good Afternoon!! আমি HYPE <LOCATION> (RB DIGITAL LIMITED) থেকে মার্কেটিং ম্যানেজার মিথিলা আমাদের কোম্পানির একটি ক্যাম্পিং চলছে সেখানে আপনি জয়েন করে বাড়িতে বসেই আয় করতে পারেন,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0285,mendeley_financial,জাল ব্যবসায়িক সুযোগ! দ্রুত বিনিয়োগ করুন এবং বড় লাভ করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0286,mendeley_financial,Your online shopping order #78654 is confirmed and will be delivered soon.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0287,banglabarta,"প্রিয় গ্রাহক, আপনার bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0288,banglabarta,"আপনার হাতে থাকা স্মার্টফোন দিয়ে,১০০% নিরাপদে থেকে অনলাইন থেকে ইনকাম করতে চাইলে যোগাযোগ করুন।কোন উইথড্র অপশন নেই, উইথড্র নিয়ে কোন প্যারা নেই। এক টাকা ইনকাম হলে সেটাই ক্যাশ করে নিতে পারবেন। ১০০% ডি স্যাটেলাইজ প্রজেক্ট,তাই একবার একটিভ হলে সারা জীবন ইনকাম করতে পারবেন।
Telegram : @TanimHasan7
আমাদের টেলিগ্রাম গ্রুপের লিংক 👉
<URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0289,mendeley_financial,Thank you for registering for the webinar. We will email the link soon.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0290,mendeley_financial,Alert: Unauthorized transaction attempt detected. Change password now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0291,banglabarta,কি হচ্ছে সব আমাকে বল।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0292,banglabarta,"<PHONE_NUMBER> এই নাম্বারে কল করুন, আমার <PERSON>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0293,banglabarta,বোনাস সহ ৪জিবি-৬৬টাকা-৭দিন।ডায়াল *১২১*৫০৪৭# বা <LOCATION>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0294,app_review_,No otp coming 😡😡😡😡😡,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0295,mendeley_financial,Do you want to join the study group <DATE_TIME>?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0296,mendeley_financial,BDT 100 recharge completed successfully.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0297,banglabarta,"এই <DATE_TIME> নাম্বারে কল ব্যাক কর, আমার টাকা নাই",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0298,mendeley_financial,Sent the advance payment of $200 via Wise. Check your email for confirmation,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0299,mendeley_financial,Payment reminder: Your internet bill of BDT 1200 is due.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0300,banglabarta,"৳৩০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল-২২জিবি@৳১৬৭,৭দিন <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0301,banglabarta,"যখন তুমি দেখবে, নামাজের মধ্যে তোমার অন্তর উপস্থিত থাকছে না, তখন বুঝে নেবে, এটা ইমানের দূর্বলতার কারণ। কঠোর পরিশ্রম করো নিজের ঈমানকে মজবুত করার জন্য। -[ইমাম ইবনু কুদামাহ আল মাকদিসি (রহ.)]",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0302,mendeley_financial,আপনার একাউন্টে <DATE_TIME> টাকা জমা হয়েছে।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0303,banglabarta,ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি আইফোন জিতুন! যোগ দিন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0304,mendeley_financial,Your food delivery order has arrived. Enjoy your meal!,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0305,banglabarta,“দ্বাদশ <PERSON> সংসদ নির্বাচনে অংশগ্রহণে ইচ্ছুক প্রার্থীগণ প্রচলিত পদ্ধতির পাশাপাশি অনলাইনেও মনোনয়নপত্র দাখিল করতে পারবেন। অনলাইনে মনোনয়ন দাখিল করতে কমিশনের ওয়েবসাইট <URL>-এ প্রবেশ করুন”-ইসি,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0306,banglabarta,আপনার ব্যাংক অ্যাকাউন্টে অজানা লেনদেন সনাক্ত করা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0307,mendeley_financial,Government relief fund available for selected citizens. Register to receive $500 instantly,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0308,banglabarta,আজকেই শেষ ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: <URL>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0309,mendeley_financial,"নম্বর থেকে টাকা সফলভাবে উত্তোলন হয়েছে, <PERSON>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0310,mendeley_financial,<PERSON>। আপনার <NRP> সফল হয়েছে।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0311,mendeley_financial,Your <DATE_TIME> mobile recharge of BDT 600 was successful.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0312,mendeley_financial,"আপনার OTP কোড <US_DRIVER_LICENSE>, কেউ যাতে জানতে না পারে সতর্ক থাকুন।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0313,banglabarta,"❤️কেউ যদি অনলাইনে কাজ করতে চান এড ফি ছাড়া তাহলে ইনবক্স করুন যতটুকু পাড়ি সাহায্য <LOCATION> ইনশাআল্লাহ 🫶🫶🫶

📣💁‍♂️ দিন বদলাচ্ছে নেটওয়ার্ক মার্কেটারদের। 🧑‍💻

❤️‍🔥 এখন বিশ্বে প্রায় ৩২ লক্ষ <NRP> তরুণী   নেটওয়ার্ক মার্কেটিং নিয়ে কাজ করছেন। ঘরে বসেই আয় করেন ডলার। অন্যদেরও সুযোগ করে দিচ্ছেন। 🥀  ইনশাল্লাহ আপনারাও ইনকাম পাবেন  🥀 😊
Free income site link- 
<URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0314,banglabarta,"শুভ রাত্রি, ভালো থেকো!",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0315,app_review_,"After the latest update, I cannot enter my PIN, as it only accepts one digit. After entering one digit, keyboard stops working.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0316,mendeley_financial,"ওয়ালেট রিচার্জ সফল হয়েছে, পরবর্তী লেনদেনের জন্য প্রস্তুত থাকুন।",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0317,banglabarta,ক্রিপ্টো বিনিয়োগে লাভবান হন! আজই শুরু করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0318,banglabarta,"তুমি একা নও, <LOCATION>।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0319,banglabarta,"আপনার ছেলে বিপদে, জলদি <PHONE_NUMBER> টাকা পাঠান।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0320,mendeley_financial,Verify your email address by clicking this link.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0321,banglabarta,তুমি কি একটা চা পাবে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0322,mendeley_financial,নির্ভরযোগ্য ব্যাংক অ্যাকাউন্ট থেকে টাকা সরাসরি পাঠান।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0323,mendeley_financial,"Fraudulent transaction detected, provide your <PERSON>.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0324,banglabarta,আপনার ক্রেডিট কার্ডের তথ্য যাচাই করতে হবে। অনুগ্রহ করে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0325,mendeley_financial,Your insurance refund request is approved. Submit billing address to release payment,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0326,mendeley_financial,Congratulations! You’ve won a holiday trip. Reply to claim.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0327,banglabarta,তুমি কি পরিবারের সাথে আছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0328,banglabarta,আপনার মোবাইল রিচার্জ করতে কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0329,banglabarta,"🔗🤑যারা এখনো hamster এ একাউন্ট করেননি দ্রুত একাউন্ট করে জয়েন করেন 🔥🔥🔥
জুলাই মাসে সুখবর আসবে 🤩🤑
Join fast 👇
🔗<URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0330,banglabarta,বিশেষ অফার: সব বাচ্চাদের <PERSON>।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0331,mendeley_financial,Thank you for your donation of BDT 500. Your generosity is appreciated.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0332,banglabarta,"৩০জিবি@৩৮৯৳,৩০দিন <PERSON> পাও ""ডানকি"" মুভি টিকেট: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0333,mendeley_financial,"Your recent login was from a new device. If not you, verify with <PERSON>.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0334,banglabarta,আপনার ডাচ বাংলা ব্যাঙ্ক অ্যাকাউন্টে বিলিং সমস্যা হয়েছে। সমস্যা সমাধানের জন্য এখানে ক্লিক করুন:<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0335,mendeley_financial,Your mobile recharge of BDT 350 was processed successfully.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0336,banglabarta,"বিপিএল বাজি ধরুন <DATE_TIME>,০০০ টাকা <NRP> জিতুন। শুরু করুন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0337,banglabarta,"আপনার জন্য ৮500 বিনামূল্যে।
এটি এখানে পান: https://cutt
.ly/<PERSON>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0338,banglabarta,জনতা ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0339,banglabarta,"ভালোভাবে চেষ্টা করলে মাসে ৩০-৬০ হাজার টাকা ইনকাম করতে পারবেন ...!🥰কাজ করতে না <DATE_TIME> ও একবার আমাদের online class টা করুন, আসা করি ভালো লাগবে।
শুধু telegram id লাগবে।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0340,banglabarta,দারুণ খবর! আমাদের ভ্রমণ প্যাকেজে ৭০% ডিসকাউন্ট! দ্রুত বুকিং করুন এই নম্বরে :<PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0341,banglabarta,বিকাশ অ্যাপ এ ২ জুন থেকে 'মাই চ্যালেঞ্জ' আইকন দেখতে না পেলেও বিকাশ এর অফার উপভোগ করে <NRP> পাবেন। বিকাশ অ্যাপ এর সাথেই থাকুন।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0342,banglabarta,"আপনার প্যাকেজ হোল্ডে আছে, এখানে আপনার প্যাকেজ শিপিং সম্পূর্ণ করার জন্য <NRP> আরও তথ্য প্রদান করতে হবে:<URL> xjfF50QsUP4",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0343,mendeley_financial,Urgent: Claim compensation for delayed delivery by visiting this link.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0344,banglabarta,ফ্রি ইনকাম <DATE_TIME> <PERSON><URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0345,banglabarta,২৪ ঘণ্টার মধ্যে ৫ লক্ষ টাকা লোন নিশ্চিত। কোন জমা বা দালালি নেই। আজই আবেদন করুন। যোগাযোগ: <DATE_TIME>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0346,mendeley_financial,"আপনার কার্ড থেকে অননুমোদিত লেনদেন করা হয়েছে, কল <PERSON>।",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0347,mendeley_financial,Your appointment with Dr. <PERSON> has been confirmed for <DATE_TIME>.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0348,banglabarta,"প্রিয় গ্রাহক, কলকাতা TS ATM.Txn# <US_DRIVER_LICENSE>-<US_BANK_NUMBER>-এ <DATE_TIME> তারিখে A/cXXXXX থেকে 25000 টাকা তোলা হয়েছে৷ আপনার দ্বারা না করা হলে, আপনার কার্ড ব্লক করতে নিবন্ধিত মোবাইল নম্বর থেকে এই এসএমএসটি <UK_NHS> এ ফরোয়ার্ড করুন বা অবিলম্বে <PHONE_NUMBER> -স্টেট ব্যাঙ্ক অফ ইন্ডিয়াতে কল করুন",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0349,banglabarta,"২০০৳ ক্যাশব্যাক শেষ দিন! ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0350,banglabarta,আজই শেষ দিন!বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা <PERSON>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
